	qid	docid
5028	3103	176596
5029	3104	285745
5030	3105	193404
5031	3105	509430
5032	3105	466883
5033	3106	586026
5034	3107	490888
5035	3108	252843
5036	3109	577498
5037	3109	120288
5038	3109	370290
5039	3110	475748
5040	3110	105011
5041	3110	379639
5042	3110	114296
5043	3111	395011
5044	3112	328995
5045	3112	413522
5046	3112	248962
5047	3112	340530
5048	3115	129364
5049	3115	183869
5050	3115	234950
5051	3115	389028
5052	3115	233562
5053	3115	316794
5054	3116	476582
5055	3118	336441
5056	3118	52351
5057	3121	411606
5058	3122	544857
5059	3122	546932
5060	3123	467894
5061	3123	257163
5062	3125	89008
5063	3126	334646
5064	3127	206350
5065	3127	483232
5066	3128	508764
5067	3129	224542
5068	3129	335237
5069	3130	336144
5070	3130	210917
5071	3130	501395
5072	3131	405848
5073	3133	156405
5074	3134	184757
5075	3134	377444
5076	3134	126245
5077	3135	165759
5078	3136	22562
5079	3136	472682
5080	3136	184070
5081	3137	430071
5082	3137	538895
5083	3137	577051
5084	3138	378384
5085	3138	338539
5086	3139	497300
5087	3140	174310
5088	3141	488920
5089	3141	43653
5090	3142	23675
5091	3142	115111
5092	3142	324874
5093	3143	464537
5094	3143	313899
5095	3143	46842
5096	3144	425308
5097	3144	526520
5098	3144	292281
5099	3145	554654
5100	3145	557820
5101	3145	2376
5102	3146	567608
5103	3146	92201
5104	3146	281168
5105	3146	571433
5106	3147	42665
5107	3147	282681
5108	3148	178127
5109	3148	584305
5110	3148	438000
5111	3148	92888
5112	3148	172855
5113	3149	490223
5114	3149	98112
5115	3150	180592
5116	3150	295906
5117	3150	147816
5118	3151	120981
5119	3151	576072
5120	3151	268083
5121	3151	249179
5122	3152	536196
5123	3152	15785
5124	3152	62346
5125	3152	275297
5126	3153	205719
5127	3153	328341
5128	3153	197501
5129	3154	484946
5130	3154	255777
5131	3154	366526
5132	3155	22268
5133	3155	467778
5134	3155	144077
5135	3155	363610
5136	3155	17765
5137	3155	316617
5138	3155	434986
5139	3156	478461
5140	3156	590384
5141	3156	326905
5142	3157	15844
5143	3157	182217
5144	3158	334379
5145	3158	187049
5146	3159	114435
5147	3159	477468
5148	3159	466976
5149	3164	521249
5150	3165	212157
5151	3165	327271
5152	3165	575933
5153	3166	30090
5154	3166	481648
5155	3166	467581
5156	3166	257916
5157	3166	85466
5158	3166	486245
5159	3166	263965
5160	3166	5191
5161	3167	595309
5162	3167	422373
5163	3167	213833
5164	3167	187155
5165	3168	51615
5166	3169	248393
5167	3169	558233
5168	3169	325407
5169	3169	178497
5170	3169	362874
5171	3170	488258
5172	3171	163881
5173	3173	191766
5174	3174	175522
5175	3174	348550
5176	3175	125309
5177	3176	284059
5178	3176	119154
5179	3176	496923
5180	3176	598680
5181	3176	44101
5182	3177	17208
5183	3177	536120
5184	3177	268289
5185	3178	447222
5186	3178	504432
5187	3179	150219
5188	3179	385073
5189	3181	245827
5190	3181	571690
5191	3181	101519
5192	3182	521769
5193	3183	519173
5194	3183	205766
5195	3183	468984
5196	3183	389718
5197	3185	305226
5198	3185	444390
5199	3186	555486
5200	3186	545421
5201	3188	574696
5202	3188	106665
5203	3189	225395
5204	3189	272840
5205	3190	593761
5206	3190	590233
5207	3191	311153
5208	3191	236611
5209	3191	514375
5210	3192	310748
5211	3192	333023
5212	3192	204677
5213	3192	486681
5214	3192	355344
5215	3192	140016
5216	3192	408723
5217	3192	554700
5218	3192	194730
5219	3192	579007
5220	3193	488609
5221	3193	334810
5222	3193	85214
5223	3194	102682
5224	3194	162940
5225	3195	122986
5226	3197	204202
5227	3198	564436
5228	3198	187633
5229	3198	597135
5230	3198	301480
5231	3198	245250
5232	3199	270866
5233	3199	479918
5234	3199	349660
5235	3199	528840
5236	3202	447576
5237	3203	154774
5238	3203	262960
5239	3204	77304
5240	3204	539570
5241	3204	205217
5242	3204	465732
5243	3205	144190
5244	3205	38424
5245	3206	420622
5246	3206	535015
5247	3207	300107
5248	3207	256476
5249	3207	95869
5250	3207	26837
5251	3207	218139
5252	3207	279693
5253	3207	5744
5254	3208	156873
5255	3208	120837
5256	3208	394298
5257	3208	179808
5258	3209	405283
5259	3210	99233
5260	3210	15841
5261	3211	48404
5262	3212	63666
5263	3212	45069
5264	3214	425726
5265	3214	368336
5266	3215	306201
5267	3215	420118
5268	3215	212110
5269	3215	184800
5270	3215	433730
5271	3215	289801
5272	3215	440882
5273	3216	385344
5274	3216	374642
5275	3216	284539
5276	3218	187734
5277	3218	563812
5278	3220	49321
5279	3220	20912
5280	3220	251257
5281	3220	201758
5282	3220	84380
5283	3220	546028
5284	3220	144922
5285	3220	172837
5286	3220	155530
5287	3220	400447
5288	3220	334850
5289	3220	200263
5290	3222	350315
5291	3224	187085
5292	3224	579063
5293	3224	474816
5294	3224	253492
5295	3224	507408
5296	3225	358768
5297	3225	138419
5298	3225	288701
5299	3225	18257
5300	3225	518681
5301	3227	457667
5302	3227	402174
5303	3227	7774
5304	3227	284526
5305	3227	400859
5306	3227	268035
5307	3227	591130
5308	3227	473644
5309	3227	76782
5310	3227	71986
5311	3227	447597
5312	3227	492735
5313	3227	144894
5314	3227	261378
5315	3227	309853
5316	3227	259463
5317	3227	590375
5318	3228	503062
5319	3228	275171
5320	3228	485972
5321	3231	581755
5322	3231	356129
5323	3232	140653
5324	3233	151971
5325	3233	222693
5326	3233	321807
5327	3233	392806
5328	3233	474318
5329	3233	513642
5330	3233	329270
5331	3233	384662
5332	3233	526114
5333	3233	458427
5334	3234	503723
5335	3234	497599
5336	3234	321490
5337	3234	385736
5338	3234	116694
5339	3234	191508
5340	3234	526169
5341	3234	91926
5342	3234	366869
5343	3234	158845
5344	3234	545902
5345	3234	26165
5346	3234	549028
5347	3235	518710
5348	3235	375153
5349	3235	308889
5350	3235	218360
5351	3237	282103
5352	3237	312819
5353	3238	449777
5354	3238	73668
5355	3240	46266
5356	3240	248578
5357	3240	81388
5358	3240	139113
5359	3241	432393
5360	3241	238947
5361	3241	457189
5362	3241	149252
5363	3241	523040
5364	3242	235628
5365	3242	35002
5366	3242	105144
5367	3242	439349
5368	3243	575554
5369	3243	357706
5370	3244	147379
5371	3245	178519
5372	3246	213370
5373	3246	97035
5374	3246	78086
5375	3246	345662
5376	3247	301998
5377	3249	547033
5378	3249	510575
5379	3249	310992
5380	3250	259602
5381	3250	427442
5382	3250	557647
5383	3251	427859
5384	3251	400738
5385	3252	475111
5386	3252	353546
5387	3253	530703
5388	3253	332152
5389	3253	194776
5390	3254	484891
5391	3254	443511
5392	3254	475756
5393	3255	303225
5394	3255	433933
5395	3255	99450
5396	3256	385949
5397	3256	226839
5398	3256	434337
5399	3257	574654
5400	3257	478213
5401	3257	356552
5402	3257	74822
5403	3258	96791
5404	3258	469776
5405	3261	4168
5406	3261	368850
5407	3261	473180
5408	3261	31978
5409	3261	69419
5410	3261	114908
5411	3262	385506
5412	3264	598807
5413	3264	134764
5414	3264	486525
5415	3264	260383
5416	3265	115636
5417	3266	74842
5418	3266	543199
5419	3266	24158
5420	3266	97977
5421	3270	365342
5422	3272	406723
5423	3272	525053
5424	3272	60803
5425	3272	580747
5426	3272	395726
5427	3273	184303
5428	3274	141511
5429	3274	432619
5430	3274	450147
5431	3275	251700
5432	3276	526260
5433	3276	122540
5434	3276	370194
5435	3278	233423
5436	3278	599684
5437	3278	21910
5438	3278	42999
5439	3279	2018
5440	3279	121063
5441	3280	231133
5442	3280	290352
5443	3280	173132
5444	3280	23279
5445	3280	293282
5446	3281	471490
5447	3282	524801
5448	3282	67728
5449	3282	254236
5450	3282	10755
5451	3282	9970
5452	3286	153212
5453	3286	510753
5454	3287	78332
5455	3287	291165
5456	3287	14926
5457	3289	407378
5458	3289	93638
5459	3290	324037
5460	3290	117378
5461	3290	223033
5462	3291	370171
5463	3291	7845
5464	3291	425435
5465	3292	395409
5466	3292	206556
5467	3292	326288
5468	3295	394658
5469	3295	37398
5470	3295	209115
5471	3295	40003
5472	3295	485304
5473	3295	269758
5474	3296	37909
5475	3297	127559
5476	3297	271507
5477	3298	207483
5478	3299	114981
5479	3299	199020
5480	3299	393842
5481	3299	420046
5482	3299	150544
5483	3299	138096
5484	3299	272091
5485	3299	491567
5486	3299	52226
5487	3299	599217
5488	3299	71292
5489	3299	502164
5490	3299	62706
5491	3299	353224
5492	3299	355390
5493	3299	41852
5494	3299	390817
5495	3299	302808
5496	3300	117085
5497	3300	267856
5498	3300	427206
5499	3300	101176
5500	3300	479576
5501	3301	311445
5502	3302	235029
5503	3302	392403
5504	3302	525337
5505	3302	182930
5506	3303	457081
5507	3303	453596
5508	3303	188845
5509	3307	446807
5510	3307	484129
5511	3309	239734
5512	3309	290056
5513	3309	54400
5514	3312	91804
5515	3312	209718
5516	3313	78518
5517	3313	412624
5518	3313	284081
5519	3314	279795
5520	3314	349156
5521	3314	144433
5522	3314	190699
5523	3314	157219
5524	3314	54240
5525	3314	126502
5526	3314	586488
5527	3314	507875
5528	3314	244986
5529	3314	269301
5530	3314	393337
5531	3314	256857
5532	3314	406377
5533	3315	114814
5534	3315	462956
5535	3315	248536
5536	3316	176017
5537	3317	448086
5538	3317	208169
5539	3317	597933
5540	3318	593445
5541	3318	340947
5542	3318	210219
5543	3319	543463
5544	3319	82482
5545	3322	128884
5546	3322	427145
5547	3324	247759
5548	3326	404487
5549	3326	208793
5550	3327	176830
5551	3327	371095
5552	3328	580379
5553	3328	331925
5554	3328	293920
5555	3328	240643
5556	3329	473154
5557	3329	252853
5558	3329	90519
5559	3330	328073
5560	3332	249851
5561	3332	462668
5562	3332	152446
5563	3333	430764
5564	3333	451985
5565	3333	366591
5566	3336	266812
5567	3336	374819
5568	3337	504497
5569	3337	206431
5570	3337	439899
5571	3338	516789
5572	3338	66963
5573	3338	520674
5574	3338	358651
5575	3338	42611
5576	3339	548649
5577	3340	122909
5578	3340	468016
5579	3340	255331
5580	3340	123366
5581	3340	210345
5582	3341	464449
5583	3341	313775
5584	3341	434853
5585	3341	463222
5586	3341	128257
5587	3342	308768
5588	3343	451688
5589	3343	232712
5590	3343	384770
5591	3345	339473
5592	3345	506824
5593	3345	432051
5594	3345	444351
5595	3345	87010
5596	3345	516555
5597	3345	591995
5598	3345	284948
5599	3345	435347
5600	3345	488755
5601	3345	278961
5602	3345	560016
5603	3345	45067
5604	3345	461385
5605	3345	315716
5606	3345	281612
5607	3346	515942
5608	3348	335858
5609	3348	195977
5610	3349	575241
5611	3349	499436
5612	3349	276321
5613	3350	131131
5614	3351	494616
5615	3351	213393
5616	3351	50047
5617	3351	317619
5618	3351	481165
5619	3351	516631
5620	3352	555521
5621	3352	403092
5622	3353	68907
5623	3353	313695
5624	3354	523699
5625	3354	504816
5626	3354	474376
5627	3355	108672
5628	3356	447292
5629	3357	209974
5630	3358	353615
5631	3359	501826
5632	3359	420600
5633	3359	215138
5634	3359	337817
5635	3359	368484
5636	3359	282067
5637	3359	499180
5638	3360	262270
5639	3360	70357
5640	3360	212589
5641	3361	125422
5642	3361	222954
5643	3361	258504
5644	3364	486419
5645	3364	562847
5646	3364	400043
5647	3364	26695
5648	3366	172305
5649	3366	129107
5650	3367	356928
5651	3367	483265
5652	3367	589539
5653	3368	509565
5654	3368	307426
5655	3368	365285
5656	3369	371886
5657	3369	163834
5658	3369	231012
5659	3369	145716
5660	3369	411910
5661	3369	395840
5662	3370	118615
5663	3370	545780
5664	3373	33628
5665	3376	421780
5666	3376	217628
5667	3376	50071
5668	3376	382576
5669	3376	47043
5670	3376	345778
5671	3376	534623
5672	3377	282379
5673	3377	460357
5674	3377	433727
5675	3377	419499
5676	3377	480419
5677	3377	219613
5678	3377	405837
5679	3377	259919
5680	3377	17110
5681	3377	301698
5682	3377	316631
5683	3378	448790
5684	3378	506194
5685	3378	265177
5686	3378	501432
5687	3378	184210
5688	3378	561461
5689	3378	417091
5690	3378	210676
5691	3378	176397
5692	3378	9152
5693	3378	383870
5694	3378	154180
5695	3380	55701
5696	3381	36375
5697	3383	528430
5698	3383	53755
5699	3383	351446
5700	3383	111764
5701	3383	458930
5702	3383	107841
5703	3383	199598
5704	3383	362518
5705	3383	168278
5706	3383	563482
5707	3383	344378
5708	3383	163043
5709	3384	339545
5710	3385	435940
5711	3385	104492
5712	3386	185104
5713	3386	521233
5714	3386	375877
5715	3386	546378
5716	3386	347874
5717	3386	257495
5718	3386	561968
5719	3387	442968
5720	3387	65034
5721	3389	487154
5722	3389	14463
5723	3391	281491
5724	3392	52684
5725	3392	206544
5726	3392	400910
5727	3392	346064
5728	3392	497596
5729	3392	467780
5730	3392	547050
5731	3392	402984
5732	3393	175889
5733	3393	490386
5734	3394	445971
5735	3394	342258
5736	3394	129319
5737	3394	570664
5738	3395	559522
5739	3395	344380
5740	3398	259890
5741	3399	450740
5742	3399	311607
5743	3400	251649
5744	3401	53225
5745	3402	113651
5746	3402	363691
5747	3402	152279
5748	3404	442110
5749	3404	556976
5750	3404	160301
5751	3404	488574
5752	3404	498834
5753	3404	395483
5754	3404	277583
5755	3405	495467
5756	3408	61962
5757	3409	92072
5758	3411	445869
5759	3411	551984
5760	3411	357455
5761	3411	497801
5762	3412	425888
5763	3412	543254
5764	3412	352589
5765	3413	172567
5766	3415	149341
5767	3415	587711
5768	3416	417286
5769	3416	197108
5770	3417	396679
5771	3417	399366
5772	3418	148141
5773	3418	229118
5774	3418	429704
5775	3420	76285
5776	3420	513827
5777	3420	269061
5778	3422	456126
5779	3422	572507
5780	3423	209838
5781	3424	594529
5782	3425	150171
5783	3425	31603
5784	3426	58855
5785	3426	452562
5786	3427	403077
5787	3428	184524
5788	3429	29360
5789	3429	565676
5790	3431	81416
5791	3431	587580
5792	3432	310361
5793	3432	574585
5794	3432	428150
5795	3432	457945
5796	3433	298009
5797	3433	476173
5798	3433	304452
5799	3434	244318
5800	3436	517510
5801	3436	175537
5802	3437	397175
5803	3438	306166
5804	3438	360434
5805	3438	352013
5806	3438	135536
5807	3439	540292
5808	3439	501214
5809	3440	580980
5810	3440	185434
5811	3440	31509
5812	3440	203271
5813	3441	580733
5814	3441	312406
5815	3441	237133
5816	3442	286654
5817	3443	486440
5818	3443	504999
5819	3444	172872
5820	3446	366685
5821	3446	211839
5822	3446	511386
5823	3446	236899
5824	3446	323498
5825	3449	272117
5826	3451	26292
5827	3451	192307
5828	3451	276883
5829	3451	588448
5830	3451	165970
5831	3451	490170
5832	3451	99132
5833	3452	169076
5834	3452	471704
5835	3453	418626
5836	3453	233635
5837	3454	194899
5838	3454	408434
5839	3455	66119
5840	3455	382505
5841	3457	152753
5842	3457	550339
5843	3457	460850
5844	3457	499548
5845	3458	449001
5846	3458	406623
5847	3458	527231
5848	3458	597929
5849	3459	391360
5850	3459	84267
5851	3459	88013
5852	3460	471957
5853	3460	70305
5854	3463	444796
5855	3463	108876
5856	3463	260916
5857	3463	140116
5858	3463	517874
5859	3466	546288
5860	3466	201705
5861	3466	125482
5862	3466	288061
5863	3466	563959
5864	3466	137459
5865	3467	271658
5866	3467	151098
5867	3467	574398
5868	3471	447354
5869	3474	121187
5870	3474	18889
5871	3475	452075
5872	3475	226337
5873	3475	354815
5874	3476	95889
5875	3476	65235
5876	3476	435023
5877	3476	354638
5878	3476	63296
5879	3476	189406
5880	3476	249320
5881	3476	339854
5882	3476	192421
5883	3476	91870
5884	3476	335606
5885	3476	83536
5886	3476	326413
5887	3476	110635
5888	3476	150514
5889	3476	272116
5890	3476	503740
5891	3476	210743
5892	3476	458130
5893	3476	569912
5894	3476	330303
5895	3478	113786
5896	3478	577832
5897	3480	53468
5898	3480	418352
5899	3480	221015
5900	3480	75568
5901	3481	8018
5902	3482	59965
5903	3482	431203
5904	3482	56924
5905	3483	290647
5906	3483	90238
5907	3483	510872
5908	3483	157480
5909	3484	516548
5910	3485	186575
5911	3485	580820
5912	3485	420316
5913	3485	459725
5914	3485	546075
5915	3485	38070
5916	3487	183323
5917	3487	461879
5918	3487	554217
5919	3487	163126
5920	3487	314410
5921	3487	41779
5922	3487	1472
5923	3487	413976
5924	3487	66267
5925	3489	548102
5926	3489	551893
5927	3489	235391
5928	3490	420529
5929	3491	347946
5930	3492	154841
5931	3492	285041
5932	3492	267266
5933	3493	291749
5934	3493	537036
5935	3494	249055
5936	3494	82627
5937	3494	340482
5938	3494	339053
5939	3494	110681
5940	3496	502196
5941	3496	448615
5942	3497	248697
5943	3497	140038
5944	3497	159273
5945	3498	171135
5946	3500	273187
5947	3500	141935
5948	3500	557478
5949	3500	174019
5950	3500	71424
5951	3500	565409
5952	3501	406225
5953	3501	131255
5954	3501	247371
5955	3501	233479
5956	3501	490352
5957	3501	44085
5958	3501	87351
5959	3501	357280
5960	3501	253596
5961	3501	150278
5962	3501	120080
5963	3501	164702
5964	3501	484734
5965	3502	231283
5966	3502	119117
5967	3502	583040
5968	3502	202632
5969	3503	345294
5970	3503	297764
5971	3503	63091
5972	3503	177563
5973	3503	482077
5974	3503	360621
5975	3503	89509
5976	3504	117877
5977	3504	38249
5978	3505	232903
5979	3505	396066
5980	3507	526329
5981	3508	279782
5982	3508	6751
5983	3508	583403
5984	3509	309388
5985	3510	67006
5986	3510	146204
5987	3510	62552
5988	3510	175564
5989	3511	361314
5990	3512	466835
5991	3512	115042
5992	3513	30343
5993	3514	122182
5994	3514	67146
5995	3516	12590
5996	3516	564454
5997	3516	273618
5998	3516	30825
5999	3516	481401
6000	3516	361329
6001	3516	151375
6002	3517	134037
6003	3517	528296
6004	3517	304919
6005	3517	120700
6006	3517	74402
6007	3517	83177
6008	3517	296690
6009	3517	314242
6010	3517	238786
6011	3518	576170
6012	3518	133020
6013	3519	531137
6014	3520	174122
6015	3520	359303
6016	3520	381386
6017	3521	105345
6018	3521	468904
6019	3521	502773
6020	3521	394179
6021	3522	440856
6022	3522	303037
6023	3522	420978
6024	3522	313669
6025	3522	269064
6026	3522	441133
6027	3522	108859
6028	3524	248758
6029	3526	467936
6030	3527	358795
6031	3527	584278
6032	3527	496819
6033	3527	93017
6034	3527	75961
6035	3528	345697
6036	3529	358736
6037	3529	180148
6038	3529	554082
6039	3530	189190
6040	3530	184299
6041	3530	239998
6042	3532	583062
6043	3532	95683
6044	3532	310112
6045	3534	340329
6046	3535	64237
6047	3535	326029
6048	3535	79445
6049	3536	287092
6050	3536	459431
6051	3537	378060
6052	3538	351584
6053	3538	64005
6054	3538	387908
6055	3538	87157
6056	3540	278656
6057	3541	171629
6058	3544	223820
6059	3544	75486
6060	3545	237043
6061	3545	123535
6062	3545	87032
6063	3546	226568
6064	3547	521274
6065	3547	245117
6066	3547	189142
6067	3547	102138
6068	3547	144775
6069	3548	205817
6070	3549	148454
6071	3551	36935
6072	3552	126171
6073	3552	477811
6074	3552	42668
6075	3552	86716
6076	3552	300461
6077	3552	364445
6078	3552	16548
6079	3552	454412
6080	3552	456095
6081	3553	467463
6082	3553	51218
6083	3555	223338
6084	3555	287458
6085	3556	319894
6086	3556	288403
6087	3558	163733
6088	3558	47572
6089	3558	232322
6090	3558	348107
6091	3558	495082
6092	3558	479444
6093	3558	275444
6094	3558	538681
6095	3558	466943
6096	3558	278991
6097	3560	179359
6098	3560	496309
6099	3561	289270
6100	3562	401628
6101	3562	49354
6102	3562	94435
6103	3564	28477
6104	3564	32522
6105	3564	217629
6106	3564	26357
6107	3564	264565
6108	3565	301361
6109	3565	506233
6110	3565	452540
6111	3565	284694
6112	3565	458374
6113	3565	560622
6114	3566	152286
6115	3566	99943
6116	3566	307424
6117	3567	579472
6118	3567	479827
6119	3568	599485
6120	3569	450135
6121	3570	544381
6122	3571	127821
6123	3572	583321
6124	3572	46433
6125	3572	266952
6126	3572	219846
6127	3573	22719
6128	3573	356125
6129	3573	467059
6130	3573	255842
6131	3573	451692
6132	3573	489959
6133	3573	173807
6134	3573	164801
6135	3573	114768
6136	3573	422908
6137	3573	178181
6138	3573	88867
6139	3574	260623
6140	3574	105199
6141	3574	36833
6142	3575	570449
6143	3575	403556
6144	3575	311192
6145	3575	523127
6146	3575	287225
6147	3577	57229
6148	3579	199493
6149	3579	578728
6150	3580	433018
6151	3580	462673
6152	3580	58774
6153	3580	156019
6154	3580	568929
6155	3580	107595
6156	3580	461056
6157	3580	332066
6158	3581	245728
6159	3582	361341
6160	3582	171398
6161	3583	541145
6162	3583	277666
6163	3583	86155
6164	3584	229546
6165	3584	518079
6166	3584	483098
6167	3584	558237
6168	3585	335903
6169	3585	306782
6170	3585	326970
6171	3586	188510
6172	3586	176357
6173	3586	294492
6174	3587	169548
6175	3589	303112
6176	3589	186354
6177	3589	292893
6178	3589	364674
6179	3590	326329
6180	3590	384541
6181	3591	278268
6182	3591	459392
6183	3592	485828
6184	3592	83734
6185	3592	578134
6186	3592	365926
6187	3592	151051
6188	3593	347186
6189	3594	246882
6190	3594	554171
6191	3594	525247
6192	3594	490294
6193	3595	136284
6194	3595	281573
6195	3596	254968
6196	3596	268142
6197	3596	483018
6198	3598	473504
6199	3598	28425
6200	3598	148632
6201	3598	441176
6202	3599	179891
6203	3599	291883
6204	3599	481852
6205	3599	317913
6206	3601	187699
6207	3601	357612
6208	3602	565868
6209	3602	344186
6210	3602	319307
6211	3603	409573
6212	3603	79892
6213	3603	224332
6214	3603	75747
6215	3603	61014
6216	3606	485102
6217	3608	26054
6218	3608	350547
6219	3608	348415
6220	3608	565985
6221	3608	444148
6222	3610	542678
6223	3610	512669
6224	3610	244268
6225	3610	44360
6226	3610	566945
6227	3610	275410
6228	3611	549359
6229	3612	402726
6230	3612	584291
6231	3612	259625
6232	3612	212687
6233	3613	52404
6234	3613	211256
6235	3613	148228
6236	3614	272862
6237	3614	513980
6238	3615	518379
6239	3615	335991
6240	3616	141032
6241	3616	364666
6242	3616	335436
6243	3616	480402
6244	3616	474896
6245	3618	76776
6246	3618	311940
6247	3618	549640
6248	3619	500250
6249	3620	355315
6250	3620	178446
6251	3621	21975
6252	3621	535043
6253	3621	178296
6254	3621	177093
6255	3622	3217
6256	3622	5759
6257	3622	84441
6258	3622	196292
6259	3622	502291
6260	3624	283074
6261	3624	10526
6262	3625	500751
6263	3625	384469
6264	3625	414295
6265	3627	516503
6266	3627	66182
6267	3627	206258
6268	3627	120061
6269	3627	149215
6270	3628	463595
6271	3629	205401
6272	3629	181749
6273	3629	260146
6274	3629	542530
6275	3631	16032
6276	3631	396889
6277	3632	148299
6278	3632	289594
6279	3632	324893
6280	3632	242321
6281	3632	254676
6282	3632	319555
6283	3632	158887
6284	3632	119379
6285	3632	86909
6286	3632	359177
6287	3634	134419
6288	3635	419436
6289	3635	469972
6290	3635	69565
6291	3635	352586
6292	3635	187163
6293	3637	450775
6294	3637	30394
6295	3638	551393
6296	3640	568443
6297	3640	584627
6298	3640	108845
6299	3640	61524
6300	3642	491897
6301	3643	156571
6302	3643	376703
6303	3643	23309
6304	3644	596111
6305	3644	359787
6306	3644	115862
6307	3644	439566
6308	3644	467211
6309	3644	389916
6310	3644	23533
6311	3644	17428
6312	3645	60020
6313	3645	453221
6314	3645	52720
6315	3645	361475
6316	3647	59795
6317	3648	592117
6318	3649	508753
6319	3649	342554
6320	3650	366865
6321	3650	574575
6322	3650	37327
6323	3650	462609
6324	3650	221502
6325	3651	436840
6326	3651	305049
6327	3651	292038
6328	3651	399013
6329	3651	97162
6330	3651	190553
6331	3651	184175
6332	3651	459705
6333	3651	500946
6334	3653	299566
6335	3653	128350
6336	3653	548860
6337	3653	95150
6338	3653	432497
6339	3653	526982
6340	3653	441866
6341	3653	425397
6342	3653	277149
6343	3655	4830
6344	3655	23097
6345	3656	418801
6346	3656	245746
6347	3656	259228
6348	3656	75273
6349	3656	131327
6350	3656	439942
6351	3656	123071
6352	3656	373497
6353	3656	407274
6354	3657	291830
6355	3657	60032
6356	3657	418551
6357	3657	499166
6358	3657	250446
6359	3657	412331
6360	3658	419754
6361	3658	400515
6362	3658	595615
6363	3658	331155
6364	3658	272844
6365	3658	152449
6366	3658	320606
6367	3658	522991
6368	3660	320184
6369	3660	350748
6370	3660	363335
6371	3660	278310
6372	3660	501276
6373	3660	237161
6374	3661	406036
6375	3661	33914
6376	3661	157630
6377	3661	434749
6378	3661	446714
6379	3661	147837
6380	3661	69495
6381	3661	281040
6382	3661	495977
6383	3662	465820
6384	3665	454563
6385	3665	283459
6386	3666	474460
6387	3666	43046
6388	3666	294613
6389	3667	328477
6390	3671	399480
6391	3671	96363
6392	3671	101551
6393	3671	269782
6394	3671	511510
6395	3671	339443
6396	3672	141189
6397	3672	249017
6398	3674	526499
6399	3674	175649
6400	3674	488881
6401	3677	555406
6402	3677	453257
6403	3677	45090
6404	3678	594367
6405	3678	451879
6406	3678	433260
6407	3678	428783
6408	3678	496781
6409	3678	36695
6410	3680	127832
6411	3680	397718
6412	3681	177915
6413	3681	560749
6414	3681	117077
6415	3681	11885
6416	3681	567206
6417	3682	356161
6418	3682	329662
6419	3683	276975
6420	3683	185909
6421	3683	454501
6422	3683	565016
6423	3683	522713
6424	3683	105973
6425	3684	330288
6426	3684	197596
6427	3685	2025
6428	3685	456361
6429	3686	278071
6430	3686	401267
6431	3686	47979
6432	3686	159783
6433	3687	316925
6434	3688	394191
6435	3689	62811
6436	3689	46767
6437	3689	423892
6438	3689	151699
6439	3689	372036
6440	3690	475607
6441	3691	450600
6442	3691	233251
6443	3691	155131
6444	3692	566030
6445	3692	482921
6446	3692	508387
6447	3694	282442
6448	3694	204747
6449	3695	304407
6450	3695	93386
6451	3695	214934
6452	3698	185616
6453	3698	11429
6454	3698	274834
6455	3698	339017
6456	3698	68144
6457	3699	475959
6458	3699	276009
6459	3699	337097
6460	3700	105714
6461	3700	534588
6462	3700	385427
6463	3701	402327
6464	3702	429196
6465	3702	561205
6466	3702	235531
6467	3702	72846
6468	3702	301985
6469	3702	458546
6470	3702	88157
6471	3703	551009
6472	3704	23148
6473	3704	336145
6474	3704	75680
6475	3705	8480
6476	3705	144731
6477	3705	267592
6478	3705	513490
6479	3705	393617
6480	3705	112435
6481	3705	315017
6482	3705	280177
6483	3706	118293
6484	3706	136247
6485	3706	160965
6486	3706	408334
6487	3710	20637
6488	3710	495874
6489	3710	485778
6490	3712	274701
6491	3712	434257
6492	3712	281568
6493	3712	577658
6494	3712	560897
6495	3712	222423
6496	3715	354655
6497	3715	290235
6498	3715	100683
6499	3715	346168
6500	3715	76283
6501	3715	25315
6502	3715	419926
6503	3715	539475
6504	3715	287979
6505	3718	445739
6506	3718	224377
6507	3719	444548
6508	3720	62862
6509	3720	242182
6510	3720	36801
6511	3720	402543
6512	3720	426796
6513	3720	336908
6514	3720	196870
6515	3720	95966
6516	3720	497408
6517	3720	578738
6518	3720	425994
6519	3720	393866
6520	3720	79612
6521	3720	440012
6522	3722	106249
6523	3722	415433
6524	3724	302512
6525	3724	273497
6526	3724	309200
6527	3724	508921
6528	3724	434190
6529	3724	279570
6530	3724	497216
6531	3724	552887
6532	3724	341146
6533	3724	199970
6534	3725	569409
6535	3727	151851
6536	3727	151311
6537	3727	404819
6538	3728	233535
6539	3728	530233
6540	3729	125204
6541	3731	85478
6542	3731	83769
6543	3732	24138
6544	3732	224373
6545	3733	99619
6546	3734	261161
6547	3734	51583
6548	3734	189684
6549	3735	330041
6550	3735	266900
6551	3735	314478
6552	3736	92649
6553	3737	562934
6554	3737	321361
6555	3737	99521
6556	3738	167129
6557	3738	16626
6558	3739	350607
6559	3739	404949
6560	3739	39478
6561	3739	352484
6562	3740	64130
6563	3740	574011
6564	3741	85373
6565	3741	273480
6566	3745	342865
6567	3745	123511
6568	3745	36649
6569	3745	99314
6570	3745	238491
6571	3747	59327
6572	3747	65121
6573	3747	321027
6574	3747	499752
6575	3747	517361
6576	3747	69938
6577	3747	81206
6578	3747	82227
6579	3747	273095
6580	3747	82741
6581	3747	93271
